Sensor, Timestamp, Value
LoadCell, 2024-05-02 18:38:41.513266, None
DMM, 2024-05-02 18:38:41.513266, 75343.4582
LoadCell, 2024-05-02 18:38:41.532600, None
DMM, 2024-05-02 18:38:41.532600, 75183.6827
LoadCell, 2024-05-02 18:38:41.554836, None
DMM, 2024-05-02 18:38:41.554836, 74717.4874
LoadCell, 2024-05-02 18:38:41.572989, None
DMM, 2024-05-02 18:38:41.572989, 73732.4194
LoadCell, 2024-05-02 18:38:41.593698, 1.3602
DMM, 2024-05-02 18:38:41.593698, 72952.3169
LoadCell, 2024-05-02 18:38:41.613737, None
DMM, 2024-05-02 18:38:41.613737, 72546.0339
LoadCell, 2024-05-02 18:38:41.632964, None
DMM, 2024-05-02 18:38:41.632964, 72536.1367
LoadCell, 2024-05-02 18:38:41.654112, None
DMM, 2024-05-02 18:38:41.654112, 71997.2785
LoadCell, 2024-05-02 18:38:41.675146, None
DMM, 2024-05-02 18:38:41.675146, 67318.9112
LoadCell, 2024-05-02 18:38:41.778042, 1.42607
DMM, 2024-05-02 18:38:41.778042, 65124.5994
LoadCell, 2024-05-02 18:38:41.813453, None
DMM, 2024-05-02 18:38:41.813453, 64235.9103
LoadCell, 2024-05-02 18:38:41.833798, None
DMM, 2024-05-02 18:38:41.833798, 63676.979
LoadCell, 2024-05-02 18:38:41.853248, None
DMM, 2024-05-02 18:38:41.853248, 63438.2177
LoadCell, 2024-05-02 18:38:41.872719, None
DMM, 2024-05-02 18:38:41.872719, 62684.5842
LoadCell, 2024-05-02 18:38:41.973413, 1.48223
DMM, 2024-05-02 18:38:41.973413, 62413.7025
LoadCell, 2024-05-02 18:38:42.000495, None
DMM, 2024-05-02 18:38:42.000495, 61992.2003
LoadCell, 2024-05-02 18:38:42.013544, None
DMM, 2024-05-02 18:38:42.013544, 61783.6617
LoadCell, 2024-05-02 18:38:42.034660, None
DMM, 2024-05-02 18:38:42.034660, 61500.4712
LoadCell, 2024-05-02 18:38:42.053630, None
DMM, 2024-05-02 18:38:42.053630, 57482.1649
LoadCell, 2024-05-02 18:38:42.175775, 1.53933
DMM, 2024-05-02 18:38:42.175775, 57017.7107
LoadCell, 2024-05-02 18:38:42.194071, None
DMM, 2024-05-02 18:38:42.194071, 56368.6881
LoadCell, 2024-05-02 18:38:42.213309, None
DMM, 2024-05-02 18:38:42.213309, 56141.5753
LoadCell, 2024-05-02 18:38:42.232808, None
