,load,ohms
3697,"[' 2024-04-29 14:29:59.634850', '6.525']","[' 2024-04-29 14:29:59.634850', '2325.31171']"
3698,"[' 2024-04-29 14:29:59.837094', '6.549']","[' 2024-04-29 14:29:59.837094', '2381.3803']"
3699,"[' 2024-04-29 14:30:00.042639', '6.568']","[' 2024-04-29 14:30:00.042639', '2510.62502']"
3700,"[' 2024-04-29 14:30:00.236927', '6.586']","[' 2024-04-29 14:30:00.236927', '2470.75021']"
3701,"[' 2024-04-29 14:30:00.437024', '6.618']","[' 2024-04-29 14:30:00.437024', '2412.00529']"
3702,"[' 2024-04-29 14:30:00.636985', '6.637']","[' 2024-04-29 14:30:00.636985', '2342.00628']"
3703,"[' 2024-04-29 14:30:00.836676', '6.648']","[' 2024-04-29 14:30:00.836676', '2288.59722']"
3704,"[' 2024-04-29 14:30:01.037065', '6.658']","[' 2024-04-29 14:30:01.037065', '2376.76861']"
3705,"[' 2024-04-29 14:30:01.242429', '6.67']","[' 2024-04-29 14:30:01.242429', '2526.33099']"
3706,"[' 2024-04-29 14:30:01.435995', '6.682']","[' 2024-04-29 14:30:01.435995', '2374.056']"
3707,"[' 2024-04-29 14:30:01.642582', '6.704']","[' 2024-04-29 14:30:01.642582', '2348.02269']"
3708,"[' 2024-04-29 14:30:01.836136', '6.738']","[' 2024-04-29 14:30:01.836136', '2434.20618']"
3709,"[' 2024-04-29 14:30:02.037879', '6.759']","[' 2024-04-29 14:30:02.037879', '2250.17397']"
3710,"[' 2024-04-29 14:30:02.241907', '6.777']","[' 2024-04-29 14:30:02.241907', '2372.10916']"
3711,"[' 2024-04-29 14:30:02.444411', '6.79']","[' 2024-04-29 14:30:02.444411', '2443.17793']"
3712,"[' 2024-04-29 14:30:02.636178', '6.802']","[' 2024-04-29 14:30:02.636178', '2433.41623']"
3713,"[' 2024-04-29 14:30:02.835580', '6.816']","[' 2024-04-29 14:30:02.835580', '2332.29156']"
3714,"[' 2024-04-29 14:30:03.034957', '6.85']","[' 2024-04-29 14:30:03.034957', '2478.79975']"
3715,"[' 2024-04-29 14:30:03.243288', '6.875']","[' 2024-04-29 14:30:03.243288', '2359.83471']"
3716,"[' 2024-04-29 14:30:03.435476', '6.892']","[' 2024-04-29 14:30:03.435476', '2410.12374']"
3717,"[' 2024-04-29 14:30:03.635410', '6.905']","[' 2024-04-29 14:30:03.635410', '2244.13566']"
3718,"[' 2024-04-29 14:30:03.845653', '6.913']","[' 2024-04-29 14:30:03.845653', '2231.24726']"
3719,"[' 2024-04-29 14:30:04.035247', '6.938']","[' 2024-04-29 14:30:04.035247', '2260.21651']"
3720,"[' 2024-04-29 14:30:04.238367', '6.962']","[' 2024-04-29 14:30:04.238367', '2366.52594']"
3721,"[' 2024-04-29 14:30:04.435558', '6.983']","[' 2024-04-29 14:30:04.435558', '2366.24483']"
3722,"[' 2024-04-29 14:30:04.636035', '7.01']","[' 2024-04-29 14:30:04.636035', '2529.90295']"
3723,"[' 2024-04-29 14:30:04.835477', '7.026']","[' 2024-04-29 14:30:04.835477', '2216.92398']"
3724,"[' 2024-04-29 14:30:05.035382', '7.035']","[' 2024-04-29 14:30:05.035382', '2175.75471']"
3725,"[' 2024-04-29 14:30:05.235960', '7.047']","[' 2024-04-29 14:30:05.235960', '2257.06214']"
3726,"[' 2024-04-29 14:30:05.435488', '7.079']","[' 2024-04-29 14:30:05.435488', '2287.55847']"
3727,"[' 2024-04-29 14:30:05.635881', '7.096']","[' 2024-04-29 14:30:05.635881', '2288.69024']"
3728,"[' 2024-04-29 14:30:05.844480', '7.117']","[' 2024-04-29 14:30:05.844480', '2305.60508']"
3729,"[' 2024-04-29 14:30:06.036443', '7.139']","[' 2024-04-29 14:30:06.036443', '2183.95181']"
3730,"[' 2024-04-29 14:30:06.235698', '7.164']","[' 2024-04-29 14:30:06.235698', '2310.53867']"
3731,"[' 2024-04-29 14:30:06.435392', '7.18']","[' 2024-04-29 14:30:06.435392', '2162.124']"
3732,"[' 2024-04-29 14:30:06.635054', '7.186']","[' 2024-04-29 14:30:06.635054', '2206.55371']"
3733,"[' 2024-04-29 14:30:06.835108', '7.202']","[' 2024-04-29 14:30:06.835108', '2140.90003']"
3734,"[' 2024-04-29 14:30:07.035250', '7.228']","[' 2024-04-29 14:30:07.035250', '2241.31909']"
3735,"[' 2024-04-29 14:30:07.235412', '7.248']","[' 2024-04-29 14:30:07.235412', '2212.96517']"
3736,"[' 2024-04-29 14:30:07.442758', '7.272']","[' 2024-04-29 14:30:07.442758', '2147.36009']"
3737,"[' 2024-04-29 14:30:07.643388', '7.294']","[' 2024-04-29 14:30:07.643388', '2176.13105']"
3738,"[' 2024-04-29 14:30:07.835124', '7.307']","[' 2024-04-29 14:30:07.835124', '2176.39599']"
3739,"[' 2024-04-29 14:30:08.036016', '7.328']","[' 2024-04-29 14:30:08.036016', '2264.47201']"
3740,"[' 2024-04-29 14:30:08.243208', '7.361']","[' 2024-04-29 14:30:08.243208', '2069.76411']"
3741,"[' 2024-04-29 14:30:08.435198', '7.381']","[' 2024-04-29 14:30:08.435198', '2184.37266']"
3742,"[' 2024-04-29 14:30:08.635360', '7.389']","[' 2024-04-29 14:30:08.635360', '2055.9488']"
3743,"[' 2024-04-29 14:30:08.835522', '7.397']","[' 2024-04-29 14:30:08.835522', '2142.37885']"
3744,"[' 2024-04-29 14:30:09.035033', '7.405']","[' 2024-04-29 14:30:09.035033', '2171.99661']"
3745,"[' 2024-04-29 14:30:09.243123', '7.423']","[' 2024-04-29 14:30:09.243123', '2118.37428']"
3746,"[' 2024-04-29 14:30:09.435159', '7.453']","[' 2024-04-29 14:30:09.435159', '2091.53815']"
3747,"[' 2024-04-29 14:30:09.636340', '7.476']","[' 2024-04-29 14:30:09.636340', '2187.65359']"
3748,"[' 2024-04-29 14:30:09.835286', '7.492']","[' 2024-04-29 14:30:09.835286', '2102.35555']"
3749,"[' 2024-04-29 14:30:10.036114', '7.504']","[' 2024-04-29 14:30:10.036114', '2183.51038']"
3750,"[' 2024-04-29 14:30:10.234961', '7.52']","[' 2024-04-29 14:30:10.234961', '2072.18496']"
3751,"[' 2024-04-29 14:30:10.436364', '7.538']","[' 2024-04-29 14:30:10.436364', '2129.64976']"
3752,"[' 2024-04-29 14:30:10.642170', '7.555']","[' 2024-04-29 14:30:10.642170', '1986.90965']"
3753,"[' 2024-04-29 14:30:10.836191', '7.572']","[' 2024-04-29 14:30:10.836191', '2134.2793']"
3754,"[' 2024-04-29 14:30:11.044777', '7.596']","[' 2024-04-29 14:30:11.044777', '1977.02789']"
3755,"[' 2024-04-29 14:30:11.235598', '7.624']","[' 2024-04-29 14:30:11.235598', '2110.54612']"
3756,"[' 2024-04-29 14:30:11.444599', '7.643']","[' 2024-04-29 14:30:11.444599', '2081.73838']"
3757,"[' 2024-04-29 14:30:11.635418', '7.66']","[' 2024-04-29 14:30:11.635418', '1903.25998']"
3758,"[' 2024-04-29 14:30:11.835548', '7.68']","[' 2024-04-29 14:30:11.835548', '2085.13701']"
3759,"[' 2024-04-29 14:30:12.043396', '7.697']","[' 2024-04-29 14:30:12.043396', '1890.80218']"
3760,"[' 2024-04-29 14:30:12.235136', '7.716']","[' 2024-04-29 14:30:12.235136', '2053.64391']"
3761,"[' 2024-04-29 14:30:12.435935', '7.734']","[' 2024-04-29 14:30:12.435935', '2177.80202']"
3762,"[' 2024-04-29 14:30:12.635016', '7.751']","[' 2024-04-29 14:30:12.635016', '1900.33325']"
3763,"[' 2024-04-29 14:30:12.835394', '7.776']","[' 2024-04-29 14:30:12.835394', '2055.9659']"
3764,"[' 2024-04-29 14:30:13.043657', '7.797']","[' 2024-04-29 14:30:13.043657', '2043.75925']"
3765,"[' 2024-04-29 14:30:13.228475', '7.816']","[' 2024-04-29 14:30:13.228475', '2096.47174']"
3766,"[' 2024-04-29 14:30:13.434001', '7.832']","[' 2024-04-29 14:30:13.434001', '2047.82743']"
3767,"[' 2024-04-29 14:30:13.634968', '7.852']","[' 2024-04-29 14:30:13.634968', '1954.93717']"
3768,"[' 2024-04-29 14:30:13.834961', '7.868']","[' 2024-04-29 14:30:13.834961', '2016.3866']"
3769,"[' 2024-04-29 14:30:14.044805', '7.887']","[' 2024-04-29 14:30:14.044805', '2018.95478']"
3770,"[' 2024-04-29 14:30:14.235523', '7.904']","[' 2024-04-29 14:30:14.235523', '2012.73618']"
3771,"[' 2024-04-29 14:30:14.434937', '7.92']","[' 2024-04-29 14:30:14.434937', '2073.22879']"
3772,"[' 2024-04-29 14:30:14.641801', '7.943']","[' 2024-04-29 14:30:14.641801', '2096.66436']"
3773,"[' 2024-04-29 14:30:14.844293', '7.964']","[' 2024-04-29 14:30:14.844293', '1960.76841']"
3774,"[' 2024-04-29 14:30:15.041787', '7.979']","[' 2024-04-29 14:30:15.041787', '1959.55212']"
3775,"[' 2024-04-29 14:30:15.234423', '7.992']","[' 2024-04-29 14:30:15.234423', '1944.27221']"
3776,"[' 2024-04-29 14:30:15.434622', '8.013']","[' 2024-04-29 14:30:15.434622', '1981.0287']"
3777,"[' 2024-04-29 14:30:15.644934', '8.035']","[' 2024-04-29 14:30:15.644934', '1916.59742']"
3778,"[' 2024-04-29 14:30:15.844903', '8.059']","[' 2024-04-29 14:30:15.844903', '1958.67902']"
3779,"[' 2024-04-29 14:30:16.035020', '8.081']","[' 2024-04-29 14:30:16.035020', '1955.47764']"
3780,"[' 2024-04-29 14:30:16.242404', '8.105']","[' 2024-04-29 14:30:16.242404', '1991.93085']"
3781,"[' 2024-04-29 14:30:16.435403', '8.119']","[' 2024-04-29 14:30:16.435403', '1891.2457']"
3782,"[' 2024-04-29 14:30:16.644949', '8.135']","[' 2024-04-29 14:30:16.644949', '1939.87692']"
3783,"[' 2024-04-29 14:30:16.835092', '8.151']","[' 2024-04-29 14:30:16.835092', '1955.96594']"
3784,"[' 2024-04-29 14:30:17.034677', '8.173']","[' 2024-04-29 14:30:17.034677', '2143.03946']"
3785,"[' 2024-04-29 14:30:17.234841', '8.192']","[' 2024-04-29 14:30:17.234841', '1989.30402']"
3786,"[' 2024-04-29 14:30:17.435006', '8.215']","[' 2024-04-29 14:30:17.435006', '1917.8731']"
3787,"[' 2024-04-29 14:30:17.642103', '8.233']","[' 2024-04-29 14:30:17.642103', '1901.72048']"
3788,"[' 2024-04-29 14:30:17.834652', '8.251']","[' 2024-04-29 14:30:17.834652', '1910.52863']"
3789,"[' 2024-04-29 14:30:18.043688', '8.27']","[' 2024-04-29 14:30:18.043688', '2085.39078']"
3790,"[' 2024-04-29 14:30:18.235071', '8.285']","[' 2024-04-29 14:30:18.235071', '1959.08178']"
3791,"[' 2024-04-29 14:30:18.434119', '8.305']","[' 2024-04-29 14:30:18.434119', '1848.19739']"
3792,"[' 2024-04-29 14:30:18.633612', '8.324']","[' 2024-04-29 14:30:18.633612', '1945.58914']"
3793,"[' 2024-04-29 14:30:18.834492', '8.339']","[' 2024-04-29 14:30:18.834492', '1861.83842']"
3794,"[' 2024-04-29 14:30:19.035323', '8.357']","[' 2024-04-29 14:30:19.035323', '1900.11975']"
3795,"[' 2024-04-29 14:30:19.235374', '8.374']","[' 2024-04-29 14:30:19.235374', '1932.15204']"
3796,"[' 2024-04-29 14:30:19.434769', '8.405']","[' 2024-04-29 14:30:19.434769', '1980.96439']"
3797,"[' 2024-04-29 14:30:19.634681', '8.427']","[' 2024-04-29 14:30:19.634681', '1748.91921']"
3798,"[' 2024-04-29 14:30:19.834722', '8.449']","[' 2024-04-29 14:30:19.834722', '1750.14037']"
3799,"[' 2024-04-29 14:30:20.034192', '8.469']","[' 2024-04-29 14:30:20.034192', '1911.95386']"
3800,"[' 2024-04-29 14:30:20.241008', '8.48']","[' 2024-04-29 14:30:20.241008', '1987.91569']"
3801,"[' 2024-04-29 14:30:20.435934', '8.498']","[' 2024-04-29 14:30:20.435934', '1884.75957']"
3802,"[' 2024-04-29 14:30:20.643954', '8.515']","[' 2024-04-29 14:30:20.643954', '1921.82888']"
3803,"[' 2024-04-29 14:30:20.834240', '8.527']","[' 2024-04-29 14:30:20.834240', '1972.80628']"
3804,"[' 2024-04-29 14:30:21.034056', '8.542']","[' 2024-04-29 14:30:21.034056', '1960.83392']"
3805,"[' 2024-04-29 14:30:21.242513', '8.568']","[' 2024-04-29 14:30:21.242513', '2008.99445']"
3806,"[' 2024-04-29 14:30:21.443568', '8.596']","[' 2024-04-29 14:30:21.443568', '1848.34596']"
3807,"[' 2024-04-29 14:30:21.635198', '8.613']","[' 2024-04-29 14:30:21.635198', '1814.9316']"
3808,"[' 2024-04-29 14:30:21.841334', '8.631']","[' 2024-04-29 14:30:21.841334', '1864.56077']"
3809,"[' 2024-04-29 14:30:22.035148', '8.654']","[' 2024-04-29 14:30:22.035148', '1871.14021']"
3810,"[' 2024-04-29 14:30:22.234337', '8.667']","[' 2024-04-29 14:30:22.234337', '1824.46545']"
3811,"[' 2024-04-29 14:30:22.435544', '8.678']","[' 2024-04-29 14:30:22.435544', '1786.47498']"
3812,"[' 2024-04-29 14:30:22.635017', '8.703']","[' 2024-04-29 14:30:22.635017', '1840.65852']"
3813,"[' 2024-04-29 14:30:22.842334', '8.728']","[' 2024-04-29 14:30:22.842334', '1908.6893']"
3814,"[' 2024-04-29 14:30:23.035960', '8.746']","[' 2024-04-29 14:30:23.035960', '1918.62992']"
3815,"[' 2024-04-29 14:30:23.234094', '8.764']","[' 2024-04-29 14:30:23.234094', '1816.96448']"
3816,"[' 2024-04-29 14:30:23.434133', '8.778']","[' 2024-04-29 14:30:23.434133', '1864.13721']"
3817,"[' 2024-04-29 14:30:23.640779', '8.794']","[' 2024-04-29 14:30:23.640779', '1815.2817']"
3818,"[' 2024-04-29 14:30:23.834920', '8.809']","[' 2024-04-29 14:30:23.834920', '1835.80264']"
3819,"[' 2024-04-29 14:30:24.043620', '8.833']","[' 2024-04-29 14:30:24.043620', '1859.01889']"
3820,"[' 2024-04-29 14:30:24.234866', '8.858']","[' 2024-04-29 14:30:24.234866', '1892.2944']"
3821,"[' 2024-04-29 14:30:24.434790', '8.878']","[' 2024-04-29 14:30:24.434790', '1688.12131']"
3822,"[' 2024-04-29 14:30:24.642061', '8.897']","[' 2024-04-29 14:30:24.642061', '1652.82806']"
3823,"[' 2024-04-29 14:30:24.833612', '8.913']","[' 2024-04-29 14:30:24.833612', '1724.80115']"
3824,"[' 2024-04-29 14:30:25.033455', '8.932']","[' 2024-04-29 14:30:25.033455', '1843.12685']"
3825,"[' 2024-04-29 14:30:25.234005', '8.957']","[' 2024-04-29 14:30:25.234005', '1676.3178']"
3826,"[' 2024-04-29 14:30:25.434383', '8.982']","[' 2024-04-29 14:30:25.434383', '1795.56894']"
3827,"[' 2024-04-29 14:30:25.641543', '9.001']","[' 2024-04-29 14:30:25.641543', '1745.35484']"
3828,"[' 2024-04-29 14:30:25.834084', '9.018']","[' 2024-04-29 14:30:25.834084', '1833.83831']"
3829,"[' 2024-04-29 14:30:26.033842', '9.032']","[' 2024-04-29 14:30:26.033842', '1679.34339']"
3830,"[' 2024-04-29 14:30:26.233925', '9.051']","[' 2024-04-29 14:30:26.233925', '1785.86518']"
3831,"[' 2024-04-29 14:30:26.434472', '9.072']","[' 2024-04-29 14:30:26.434472', '1764.14193']"
3832,"[' 2024-04-29 14:30:26.634847', '9.092']","[' 2024-04-29 14:30:26.634847', '1846.35553']"
3833,"[' 2024-04-29 14:30:26.832995', '9.105']","[' 2024-04-29 14:30:26.832995', '1743.85037']"
3834,"[' 2024-04-29 14:30:27.033979', '9.123']","[' 2024-04-29 14:30:27.033979', '1788.33624']"
3835,"[' 2024-04-29 14:30:27.243815', '9.143']","[' 2024-04-29 14:30:27.243815', '1823.69955']"
3836,"[' 2024-04-29 14:30:27.433783', '9.169']","[' 2024-04-29 14:30:27.433783', '1826.09997']"
3837,"[' 2024-04-29 14:30:27.641830', '9.188']","[' 2024-04-29 14:30:27.641830', '1667.49056']"
3838,"[' 2024-04-29 14:30:27.833804', '9.201']","[' 2024-04-29 14:30:27.833804', '1717.89685']"
3839,"[' 2024-04-29 14:30:28.034385', '9.23']","[' 2024-04-29 14:30:28.034385', '1652.34858']"
3840,"[' 2024-04-29 14:30:28.233767', '9.253']","[' 2024-04-29 14:30:28.233767', '1610.99848']"
3841,"[' 2024-04-29 14:30:28.443518', '9.27']","[' 2024-04-29 14:30:28.443518', '1750.40977']"
3842,"[' 2024-04-29 14:30:28.633178', '9.285']","[' 2024-04-29 14:30:28.633178', '1694.62463']"
3843,"[' 2024-04-29 14:30:28.834308', '9.304']","[' 2024-04-29 14:30:28.834308', '1659.81588']"
3844,"[' 2024-04-29 14:30:29.033908', '9.321']","[' 2024-04-29 14:30:29.033908', '1714.49242']"
3845,"[' 2024-04-29 14:30:29.242479', '9.335']","[' 2024-04-29 14:30:29.242479', '1712.88524']"
3846,"[' 2024-04-29 14:30:29.442890', '9.349']","[' 2024-04-29 14:30:29.442890', '1810.28141']"
3847,"[' 2024-04-29 14:30:29.632729', '9.37']","[' 2024-04-29 14:30:29.632729', '1553.25425']"
3848,"[' 2024-04-29 14:30:29.841273', '9.391']","[' 2024-04-29 14:30:29.841273', '1613.24041']"
3849,"[' 2024-04-29 14:30:30.033676', '9.426']","[' 2024-04-29 14:30:30.033676', '1698.07849']"
3850,"[' 2024-04-29 14:30:30.243499', '9.448']","[' 2024-04-29 14:30:30.243499', '1671.93791']"
3851,"[' 2024-04-29 14:30:30.433881', '9.46']","[' 2024-04-29 14:30:30.433881', '1622.27117']"
3852,"[' 2024-04-29 14:30:30.641700', '9.471']","[' 2024-04-29 14:30:30.641700', '1739.12829']"
3853,"[' 2024-04-29 14:30:30.843511', '9.494']","[' 2024-04-29 14:30:30.843511', '1817.44605']"
3854,"[' 2024-04-29 14:30:31.032749', '9.511']","[' 2024-04-29 14:30:31.032749', '1811.33528']"
3855,"[' 2024-04-29 14:30:31.234403', '9.528']","[' 2024-04-29 14:30:31.234403', '1674.48492']"
3856,"[' 2024-04-29 14:30:31.434282', '9.551']","[' 2024-04-29 14:30:31.434282', '1697.5519']"
3857,"[' 2024-04-29 14:30:31.633742', '9.569']","[' 2024-04-29 14:30:31.633742', '1621.73007']"
3858,"[' 2024-04-29 14:30:31.839306', '9.59']","[' 2024-04-29 14:30:31.839306', '1696.56282']"
3859,"[' 2024-04-29 14:30:32.041138', '9.612']","[' 2024-04-29 14:30:32.041138', '1783.89969']"
3860,"[' 2024-04-29 14:30:32.233094', '9.624']","[' 2024-04-29 14:30:32.233094', '1695.38011']"
3861,"[' 2024-04-29 14:30:32.434314', '9.64']","[' 2024-04-29 14:30:32.434314', '1722.48967']"
3862,"[' 2024-04-29 14:30:32.633875', '9.663']","[' 2024-04-29 14:30:32.633875', '1459.66379']"
3863,"[' 2024-04-29 14:30:32.842409', '9.683']","[' 2024-04-29 14:30:32.842409', '1473.8698']"
3864,"[' 2024-04-29 14:30:33.034166', '9.699']","[' 2024-04-29 14:30:33.034166', '1573.51294']"
3865,"[' 2024-04-29 14:30:33.234176', '9.72']","[' 2024-04-29 14:30:33.234176', '1605.73046']"
3866,"[' 2024-04-29 14:30:33.433712', '9.742']","[' 2024-04-29 14:30:33.433712', '1574.45712']"
3867,"[' 2024-04-29 14:30:33.634843', '9.757']","[' 2024-04-29 14:30:33.634843', '1595.38265']"
3868,"[' 2024-04-29 14:30:33.833221', '9.777']","[' 2024-04-29 14:30:33.833221', '1670.83812']"
3869,"[' 2024-04-29 14:30:34.033825', '9.794']","[' 2024-04-29 14:30:34.033825', '1672.68962']"
3870,"[' 2024-04-29 14:30:34.234778', '9.815']","[' 2024-04-29 14:30:34.234778', '1536.90843']"
3871,"[' 2024-04-29 14:30:34.441007', '9.843']","[' 2024-04-29 14:30:34.441007', '1668.32415']"
3872,"[' 2024-04-29 14:30:34.634315', '9.861']","[' 2024-04-29 14:30:34.634315', '1619.58212']"
3873,"[' 2024-04-29 14:30:34.839755', '9.872']","[' 2024-04-29 14:30:34.839755', '1573.08528']"
3874,"[' 2024-04-29 14:30:35.033531', '9.886']","[' 2024-04-29 14:30:35.033531', '1646.64073']"
3875,"[' 2024-04-29 14:30:35.242654', '9.906']","[' 2024-04-29 14:30:35.242654', '1721.79534']"
3876,"[' 2024-04-29 14:30:35.433362', '9.931']","[' 2024-04-29 14:30:35.433362', '1700.51412']"
3877,"[' 2024-04-29 14:30:35.633431', '9.949']","[' 2024-04-29 14:30:35.633431', '1725.80446']"
3878,"[' 2024-04-29 14:30:35.834312', '9.972']","[' 2024-04-29 14:30:35.834312', '1608.06668']"
3879,"[' 2024-04-29 14:30:36.041833', '9.991']","[' 2024-04-29 14:30:36.041833', '1681.60184']"
3880,"[' 2024-04-29 14:30:36.233955', '10']","[' 2024-04-29 14:30:36.233955', '1644.19338']"
3881,"[' 2024-04-29 14:30:36.440906', '10.01']","[' 2024-04-29 14:30:36.440906', '1647.08307']"
3882,"[' 2024-04-29 14:30:36.633399', '10.04']","[' 2024-04-29 14:30:36.633399', '1618.90216']"
3883,"[' 2024-04-29 14:30:36.833102', '10.06']","[' 2024-04-29 14:30:36.833102', '1636.28713']"
3884,"[' 2024-04-29 14:30:37.042992', '10.08']","[' 2024-04-29 14:30:37.042992', '1602.38743']"
3885,"[' 2024-04-29 14:30:37.233595', '10.11']","[' 2024-04-29 14:30:37.233595', '1637.8167']"
3886,"[' 2024-04-29 14:30:37.433248', '10.13']","[' 2024-04-29 14:30:37.433248', '1597.36447']"
3887,"[' 2024-04-29 14:30:37.633532', '10.14']","[' 2024-04-29 14:30:37.633532', '1757.47103']"
3888,"[' 2024-04-29 14:30:37.833142', '10.16']","[' 2024-04-29 14:30:37.833142', '1530.72983']"
3889,"[' 2024-04-29 14:30:38.033346', '10.18']","[' 2024-04-29 14:30:38.033346', '1735.4492']"
3890,"[' 2024-04-29 14:30:38.233188', '10.2']","[' 2024-04-29 14:30:38.233188', '1645.28314']"
3891,"[' 2024-04-29 14:30:38.432974', '10.21']","[' 2024-04-29 14:30:38.432974', '1633.66891']"
3892,"[' 2024-04-29 14:30:38.639278', '10.24']","[' 2024-04-29 14:30:38.639278', '1756.46589']"
3893,"[' 2024-04-29 14:30:38.833498', '10.25']","[' 2024-04-29 14:30:38.833498', '1618.47641']"
3894,"[' 2024-04-29 14:30:39.033761', '10.28']","[' 2024-04-29 14:30:39.033761', '1619.07584']"
3895,"[' 2024-04-29 14:30:39.234334', '10.29']","[' 2024-04-29 14:30:39.234334', '1661.91671']"
3896,"[' 2024-04-29 14:30:39.433814', '10.31']","[' 2024-04-29 14:30:39.433814', '1546.54007']"
3897,"[' 2024-04-29 14:30:39.633232', '10.33']","[' 2024-04-29 14:30:39.633232', '1628.39976']"
3898,"[' 2024-04-29 14:30:39.833275', '10.34']","[' 2024-04-29 14:30:39.833275', '1491.8659']"
3899,"[' 2024-04-29 14:30:40.032932', '10.36']","[' 2024-04-29 14:30:40.032932', '1714.59166']"
3900,"[' 2024-04-29 14:30:40.233615', '10.38']","[' 2024-04-29 14:30:40.233615', '1726.83273']"
3901,"[' 2024-04-29 14:30:40.433053', '10.4']","[' 2024-04-29 14:30:40.433053', '1673.79193']"
3902,"[' 2024-04-29 14:30:40.633037', '10.42']","[' 2024-04-29 14:30:40.633037', '1638.58607']"
3903,"[' 2024-04-29 14:30:40.833012', '10.45']","[' 2024-04-29 14:30:40.833012', '1626.70021']"
3904,"[' 2024-04-29 14:30:41.033694', '10.48']","[' 2024-04-29 14:30:41.033694', '1668.84011']"
3905,"[' 2024-04-29 14:30:41.233305', '10.49']","[' 2024-04-29 14:30:41.233305', '1548.83539']"
3906,"[' 2024-04-29 14:30:41.432641', '10.5']","[' 2024-04-29 14:30:41.432641', '1532.02469']"
3907,"[' 2024-04-29 14:30:41.649963', '10.52']","[' 2024-04-29 14:30:41.649963', '1550.78763']"
3908,"[' 2024-04-29 14:30:41.833203', '10.54']","[' 2024-04-29 14:30:41.833203', '1620.43095']"
3909,"[' 2024-04-29 14:30:42.034150', '10.56']","[' 2024-04-29 14:30:42.034150', '1608.06165']"
3910,"[' 2024-04-29 14:30:42.250598', '10.58']","[' 2024-04-29 14:30:42.250598', '1582.50405']"
3911,"[' 2024-04-29 14:30:42.432637', '10.59']","[' 2024-04-29 14:30:42.432637', '1638.60341']"
3912,"[' 2024-04-29 14:30:42.640762', '10.61']","[' 2024-04-29 14:30:42.640762', '1676.11998']"
3913,"[' 2024-04-29 14:30:42.833456', '10.63']","[' 2024-04-29 14:30:42.833456', '1725.82163']"
3914,"[' 2024-04-29 14:30:43.032748', '10.65']","[' 2024-04-29 14:30:43.032748', '1688.3127']"
3915,"[' 2024-04-29 14:30:43.232789', '10.66']","[' 2024-04-29 14:30:43.232789', '1666.70791']"
3916,"[' 2024-04-29 14:30:43.432794', '10.68']","[' 2024-04-29 14:30:43.432794', '1662.37774']"
3917,"[' 2024-04-29 14:30:43.632647', '10.72']","[' 2024-04-29 14:30:43.632647', '1518.46398']"
3918,"[' 2024-04-29 14:30:43.832008', '10.73']","[' 2024-04-29 14:30:43.832008', '1667.77485']"
3919,"[' 2024-04-29 14:30:44.041374', '10.75']","[' 2024-04-29 14:30:44.041374', '1605.94047']"
3920,"[' 2024-04-29 14:30:44.233277', '10.77']","[' 2024-04-29 14:30:44.233277', '1580.89699']"
3921,"[' 2024-04-29 14:30:44.441510', '10.79']","[' 2024-04-29 14:30:44.441510', '1556.14974']"
3922,"[' 2024-04-29 14:30:44.641968', '10.81']","[' 2024-04-29 14:30:44.641968', '1687.89592']"
3923,"[' 2024-04-29 14:30:44.840398', '10.82']","[' 2024-04-29 14:30:44.840398', '1615.15852']"
3924,"[' 2024-04-29 14:30:45.031688', '10.84']","[' 2024-04-29 14:30:45.031688', '1491.54828']"
3925,"[' 2024-04-29 14:30:45.232282', '10.85']","[' 2024-04-29 14:30:45.232282', '1479.77618']"
3926,"[' 2024-04-29 14:30:45.432674', '10.87']","[' 2024-04-29 14:30:45.432674', '1647.63015']"
3927,"[' 2024-04-29 14:30:45.632851', '10.89']","[' 2024-04-29 14:30:45.632851', '1603.51039']"
3928,"[' 2024-04-29 14:30:45.832582', '10.91']","[' 2024-04-29 14:30:45.832582', '1536.45868']"
3929,"[' 2024-04-29 14:30:46.032549', '10.93']","[' 2024-04-29 14:30:46.032549', '1622.52363']"
3930,"[' 2024-04-29 14:30:46.239254', '10.96']","[' 2024-04-29 14:30:46.239254', '1478.03794']"
3931,"[' 2024-04-29 14:30:46.441290', '10.98']","[' 2024-04-29 14:30:46.441290', '1482.20281']"
3932,"[' 2024-04-29 14:30:46.639371', '11']","[' 2024-04-29 14:30:46.639371', '1490.26883']"
3933,"[' 2024-04-29 14:30:46.832936', '11.02']","[' 2024-04-29 14:30:46.832936', '1562.55301']"
3934,"[' 2024-04-29 14:30:47.034007', '11.03']","[' 2024-04-29 14:30:47.034007', '1580.97251']"
3935,"[' 2024-04-29 14:30:47.232602', '11.04']","[' 2024-04-29 14:30:47.232602', '1580.52272']"
3936,"[' 2024-04-29 14:30:47.440384', '11.05']","[' 2024-04-29 14:30:47.440384', '1643.47739']"
3937,"[' 2024-04-29 14:30:47.634213', '11.05']","[' 2024-04-29 14:30:47.634213', '1582.72192']"
3938,"[' 2024-04-29 14:30:47.832996', '11.06']","[' 2024-04-29 14:30:47.832996', '1391.6801']"
3939,"[' 2024-04-29 14:30:48.032922', '11.06']","[' 2024-04-29 14:30:48.032922', '1541.20688']"
3940,"[' 2024-04-29 14:30:48.232649', '11.06']","[' 2024-04-29 14:30:48.232649', '1524.94085']"
3941,"[' 2024-04-29 14:30:48.432685', '11.06']","[' 2024-04-29 14:30:48.432685', '1489.31415']"
