,load,ohms
1668,"[' 2024-04-29 14:02:15.846060', ' 9.088']","[' 2024-04-29 14:02:15.846060', ' 1901.22798']"
1669,"[' 2024-04-29 14:02:16.046002', ' 9.095']","[' 2024-04-29 14:02:16.046002', ' 1654.02698']"
1670,"[' 2024-04-29 14:02:16.245736', ' 9.099']","[' 2024-04-29 14:02:16.245736', ' 1821.78848']"
1671,"[' 2024-04-29 14:02:16.441404', ' 9.107']","[' 2024-04-29 14:02:16.441404', ' 1883.20791']"
1672,"[' 2024-04-29 14:02:16.647191', ' 9.111']","[' 2024-04-29 14:02:16.647191', ' 1831.94783']"
1673,"[' 2024-04-29 14:02:16.844857', ' 9.117']","[' 2024-04-29 14:02:16.844857', ' 1774.23805']"
1674,"[' 2024-04-29 14:02:17.039331', ' 9.126']","[' 2024-04-29 14:02:17.039331', ' 1877.99784']"
1675,"[' 2024-04-29 14:02:17.233201', ' 9.132']","[' 2024-04-29 14:02:17.233201', ' 1866.51402']"
1676,"[' 2024-04-29 14:02:17.444690', ' 9.139']","[' 2024-04-29 14:02:17.444690', ' 1871.10355']"
1677,"[' 2024-04-29 14:02:17.645944', ' 9.143']","[' 2024-04-29 14:02:17.645944', ' 1965.26624']"
1678,"[' 2024-04-29 14:02:17.831108', ' 9.15']","[' 2024-04-29 14:02:17.831108', ' 1887.67084']"
1679,"[' 2024-04-29 14:02:18.047882', ' 9.156']","[' 2024-04-29 14:02:18.047882', ' 1635.54205']"
1680,"[' 2024-04-29 14:02:18.244833', ' 9.162']","[' 2024-04-29 14:02:18.244833', ' 1901.02297']"
1681,"[' 2024-04-29 14:02:18.445980', ' 9.167']","[' 2024-04-29 14:02:18.445980', ' 1853.75313']"
1682,"[' 2024-04-29 14:02:18.646444', ' 9.17']","[' 2024-04-29 14:02:18.646444', ' 1781.78046']"
1683,"[' 2024-04-29 14:02:18.837838', ' 9.177']","[' 2024-04-29 14:02:18.837838', ' 1851.63237']"
1684,"[' 2024-04-29 14:02:19.040231', ' 9.184']","[' 2024-04-29 14:02:19.040231', ' 1789.04046']"
1685,"[' 2024-04-29 14:02:19.236746', ' 9.188']","[' 2024-04-29 14:02:19.236746', ' 1915.6995']"
1686,"[' 2024-04-29 14:02:19.447589', ' 9.196']","[' 2024-04-29 14:02:19.447589', ' 1771.1302']"
1687,"[' 2024-04-29 14:02:19.646693', ' 9.199']","[' 2024-04-29 14:02:19.646693', ' 1714.70475']"
1688,"[' 2024-04-29 14:02:19.844341', ' 9.205']","[' 2024-04-29 14:02:19.844341', ' 1852.45922']"
1689,"[' 2024-04-29 14:02:20.042042', ' 9.212']","[' 2024-04-29 14:02:20.042042', ' 1881.57551']"
1690,"[' 2024-04-29 14:02:20.245693', ' 9.22']","[' 2024-04-29 14:02:20.245693', ' 1895.0937']"
1691,"[' 2024-04-29 14:02:20.445849', ' 9.229']","[' 2024-04-29 14:02:20.445849', ' 1848.91511']"
1692,"[' 2024-04-29 14:02:20.640733', ' 9.233']","[' 2024-04-29 14:02:20.640733', ' 1801.39626']"
1693,"[' 2024-04-29 14:02:20.846041', ' 9.24']","[' 2024-04-29 14:02:20.846041', ' 1783.64568']"
1694,"[' 2024-04-29 14:02:21.046247', ' 9.245']","[' 2024-04-29 14:02:21.046247', ' 1736.22088']"
1695,"[' 2024-04-29 14:02:21.246584', ' 9.248']","[' 2024-04-29 14:02:21.246584', ' 1832.07295']"
1696,"[' 2024-04-29 14:02:21.446467', ' 9.252']","[' 2024-04-29 14:02:21.446467', ' 1921.83398']"
1697,"[' 2024-04-29 14:02:21.645574', ' 9.256']","[' 2024-04-29 14:02:21.645574', ' 1909.83241']"
1698,"[' 2024-04-29 14:02:21.845671', ' 9.261']","[' 2024-04-29 14:02:21.845671', ' 1826.96263']"
1699,"[' 2024-04-29 14:02:22.045418', ' 9.269']","[' 2024-04-29 14:02:22.045418', ' 1904.99241']"
1700,"[' 2024-04-29 14:02:22.237573', ' 9.275']","[' 2024-04-29 14:02:22.237573', ' 1804.98027']"
1701,"[' 2024-04-29 14:02:22.438210', ' 9.283']","[' 2024-04-29 14:02:22.438210', ' 1757.29901']"
1702,"[' 2024-04-29 14:02:22.641701', ' 9.289']","[' 2024-04-29 14:02:22.641701', ' 1894.47415']"
1703,"[' 2024-04-29 14:02:22.846433', ' 9.294']","[' 2024-04-29 14:02:22.846433', ' 1814.44676']"
1704,"[' 2024-04-29 14:02:23.045789', ' 9.301']","[' 2024-04-29 14:02:23.045789', ' 1772.00112']"
1705,"[' 2024-04-29 14:02:23.229972', ' 9.306']","[' 2024-04-29 14:02:23.229972', ' 1849.573']"
1706,"[' 2024-04-29 14:02:23.445197', ' 9.312']","[' 2024-04-29 14:02:23.445197', ' 1663.19408']"
1707,"[' 2024-04-29 14:02:23.637871', ' 9.317']","[' 2024-04-29 14:02:23.637871', ' 1874.21264']"
1708,"[' 2024-04-29 14:02:23.838971', ' 9.322']","[' 2024-04-29 14:02:23.838971', ' 1607.68832']"
1709,"[' 2024-04-29 14:02:24.045578', ' 9.329']","[' 2024-04-29 14:02:24.045578', ' 1727.9378']"
1710,"[' 2024-04-29 14:02:24.238964', ' 9.332']","[' 2024-04-29 14:02:24.238964', ' 1667.80209']"
1711,"[' 2024-04-29 14:02:24.444119', ' 9.337']","[' 2024-04-29 14:02:24.444119', ' 1926.40746']"
1712,"[' 2024-04-29 14:02:24.645904', ' 9.344']","[' 2024-04-29 14:02:24.645904', ' 1786.27879']"
1713,"[' 2024-04-29 14:02:24.845034', ' 9.347']","[' 2024-04-29 14:02:24.845034', ' 1741.21504']"
1714,"[' 2024-04-29 14:02:25.045418', ' 9.352']","[' 2024-04-29 14:02:25.045418', ' 1742.4361']"
1715,"[' 2024-04-29 14:02:25.244906', ' 9.36']","[' 2024-04-29 14:02:25.244906', ' 1673.8037']"
1716,"[' 2024-04-29 14:02:25.436179', ' 9.364']","[' 2024-04-29 14:02:25.436179', ' 1784.06929']"
1717,"[' 2024-04-29 14:02:25.639714', ' 9.37']","[' 2024-04-29 14:02:25.639714', ' 1821.11819']"
1718,"[' 2024-04-29 14:02:25.845506', ' 9.375']","[' 2024-04-29 14:02:25.845506', ' 1902.18904']"
1719,"[' 2024-04-29 14:02:26.029015', ' 9.378']","[' 2024-04-29 14:02:26.029015', ' 1800.01852']"
1720,"[' 2024-04-29 14:02:26.244545', ' 9.386']","[' 2024-04-29 14:02:26.244545', ' 1720.43379']"
1721,"[' 2024-04-29 14:02:26.445424', ' 9.391']","[' 2024-04-29 14:02:26.445424', ' 1856.74215']"
1722,"[' 2024-04-29 14:02:26.644293', ' 9.399']","[' 2024-04-29 14:02:26.644293', ' 1596.84767']"
1723,"[' 2024-04-29 14:02:26.841499', ' 9.406']","[' 2024-04-29 14:02:26.841499', ' 1715.09695']"
1724,"[' 2024-04-29 14:02:27.045469', ' 9.413']","[' 2024-04-29 14:02:27.045469', ' 1726.80879']"
1725,"[' 2024-04-29 14:02:27.235982', ' 9.419']","[' 2024-04-29 14:02:27.235982', ' 1828.64756']"
1726,"[' 2024-04-29 14:02:27.444221', ' 9.422']","[' 2024-04-29 14:02:27.444221', ' 1770.21616']"
1727,"[' 2024-04-29 14:02:27.642219', ' 9.428']","[' 2024-04-29 14:02:27.642219', ' 1693.44949']"
1728,"[' 2024-04-29 14:02:27.845455', ' 9.435']","[' 2024-04-29 14:02:27.845455', ' 1787.88498']"
1729,"[' 2024-04-29 14:02:28.044199', ' 9.441']","[' 2024-04-29 14:02:28.044199', ' 1878.33953']"
1730,"[' 2024-04-29 14:02:28.230210', ' 9.448']","[' 2024-04-29 14:02:28.230210', ' 1859.56987']"
1731,"[' 2024-04-29 14:02:28.442060', ' 9.452']","[' 2024-04-29 14:02:28.442060', ' 1923.66555']"
1732,"[' 2024-04-29 14:02:28.646141', ' 9.456']","[' 2024-04-29 14:02:28.646141', ' 1894.2594']"
1733,"[' 2024-04-29 14:02:28.845675', ' 9.462']","[' 2024-04-29 14:02:28.845675', ' 1752.39185']"
1734,"[' 2024-04-29 14:02:29.044631', ' 9.465']","[' 2024-04-29 14:02:29.044631', ' 1873.52002']"
1735,"[' 2024-04-29 14:02:29.245782', ' 9.473']","[' 2024-04-29 14:02:29.245782', ' 1814.56973']"
1736,"[' 2024-04-29 14:02:29.444712', ' 9.48']","[' 2024-04-29 14:02:29.444712', ' 1836.0819']"
1737,"[' 2024-04-29 14:02:29.636884', ' 9.483']","[' 2024-04-29 14:02:29.636884', ' 1831.12689']"
1738,"[' 2024-04-29 14:02:29.838567', ' 9.488']","[' 2024-04-29 14:02:29.838567', ' 1889.9926']"
1739,"[' 2024-04-29 14:02:30.045321', ' 9.492']","[' 2024-04-29 14:02:30.045321', ' 1646.53505']"
1740,"[' 2024-04-29 14:02:30.230647', ' 9.497']","[' 2024-04-29 14:02:30.230647', ' 1777.3354']"
1741,"[' 2024-04-29 14:02:30.438280', ' 9.506']","[' 2024-04-29 14:02:30.438280', ' 1786.07547']"
1742,"[' 2024-04-29 14:02:30.629867', ' 9.511']","[' 2024-04-29 14:02:30.629867', ' 1696.30193']"
1743,"[' 2024-04-29 14:02:30.830905', ' 9.516']","[' 2024-04-29 14:02:30.830905', ' 1713.00527']"
1744,"[' 2024-04-29 14:02:31.045381', ' 9.524']","[' 2024-04-29 14:02:31.045381', ' 1724.38238']"
1745,"[' 2024-04-29 14:02:31.246142', ' 9.531']","[' 2024-04-29 14:02:31.246142', ' 1856.26518']"
1746,"[' 2024-04-29 14:02:31.438941', ' 9.538']","[' 2024-04-29 14:02:31.438941', ' 1782.63012']"
1747,"[' 2024-04-29 14:02:31.644630', ' 9.541']","[' 2024-04-29 14:02:31.644630', ' 1682.16335']"
1748,"[' 2024-04-29 14:02:31.844605', ' 9.546']","[' 2024-04-29 14:02:31.844605', ' 1710.70869']"
1749,"[' 2024-04-29 14:02:32.043903', ' 9.55']","[' 2024-04-29 14:02:32.043903', ' 1807.79898']"
1750,"[' 2024-04-29 14:02:32.246485', ' 9.555']","[' 2024-04-29 14:02:32.246485', ' 1752.52407']"
1751,"[' 2024-04-29 14:02:32.445030', ' 9.563']","[' 2024-04-29 14:02:32.445030', ' 1717.56938']"
1752,"[' 2024-04-29 14:02:32.641190', ' 9.569']","[' 2024-04-29 14:02:32.641190', ' 1623.53951']"
1753,"[' 2024-04-29 14:02:32.843844', ' 9.576']","[' 2024-04-29 14:02:32.843844', ' 1661.26982']"
1754,"[' 2024-04-29 14:02:33.045489', ' 9.582']","[' 2024-04-29 14:02:33.045489', ' 1782.78746']"
1755,"[' 2024-04-29 14:02:33.245405', ' 9.586']","[' 2024-04-29 14:02:33.245405', ' 1565.08027']"
1756,"[' 2024-04-29 14:02:33.439677', ' 9.592']","[' 2024-04-29 14:02:33.439677', ' 1738.96644']"
1757,"[' 2024-04-29 14:02:33.639116', ' 9.598']","[' 2024-04-29 14:02:33.639116', ' 1733.54294']"
1758,"[' 2024-04-29 14:02:33.845569', ' 9.603']","[' 2024-04-29 14:02:33.845569', ' 1670.13958']"
1759,"[' 2024-04-29 14:02:34.046698', ' 9.612']","[' 2024-04-29 14:02:34.046698', ' 1734.86626']"
1760,"[' 2024-04-29 14:02:34.229365', ' 9.615']","[' 2024-04-29 14:02:34.229365', ' 1679.20736']"
1761,"[' 2024-04-29 14:02:34.445637', ' 9.62']","[' 2024-04-29 14:02:34.445637', ' 1760.44028']"
1762,"[' 2024-04-29 14:02:34.645015', ' 9.626']","[' 2024-04-29 14:02:34.645015', ' 1821.99437']"
1763,"[' 2024-04-29 14:02:34.844230', ' 9.63']","[' 2024-04-29 14:02:34.844230', ' 1695.30643']"
1764,"[' 2024-04-29 14:02:35.044971', ' 9.636']","[' 2024-04-29 14:02:35.044971', ' 1784.42868']"
1765,"[' 2024-04-29 14:02:35.245256', ' 9.641']","[' 2024-04-29 14:02:35.245256', ' 1688.26626']"
1766,"[' 2024-04-29 14:02:35.444377', ' 9.645']","[' 2024-04-29 14:02:35.444377', ' 1727.29506']"
1767,"[' 2024-04-29 14:02:35.645219', ' 9.655']","[' 2024-04-29 14:02:35.645219', ' 1804.03373']"
1768,"[' 2024-04-29 14:02:35.844724', ' 9.66']","[' 2024-04-29 14:02:35.844724', ' 1675.61648']"
1769,"[' 2024-04-29 14:02:36.044575', ' 9.668']","[' 2024-04-29 14:02:36.044575', ' 1747.71158']"
1770,"[' 2024-04-29 14:02:36.228155', ' 9.674']","[' 2024-04-29 14:02:36.228155', ' 1832.83372']"
1771,"[' 2024-04-29 14:02:36.443887', ' 9.68']","[' 2024-04-29 14:02:36.443887', ' 1723.35756']"
1772,"[' 2024-04-29 14:02:36.628946', ' 9.684']","[' 2024-04-29 14:02:36.628946', ' 1793.9739']"
1773,"[' 2024-04-29 14:02:36.844130', ' 9.686']","[' 2024-04-29 14:02:36.844130', ' 1767.12835']"
1774,"[' 2024-04-29 14:02:37.045168', ' 9.692']","[' 2024-04-29 14:02:37.045168', ' 1682.80733']"
1775,"[' 2024-04-29 14:02:37.246171', ' 9.699']","[' 2024-04-29 14:02:37.246171', ' 1753.53166']"
1776,"[' 2024-04-29 14:02:37.444876', ' 9.703']","[' 2024-04-29 14:02:37.444876', ' 1556.09704']"
1777,"[' 2024-04-29 14:02:37.645020', ' 9.71']","[' 2024-04-29 14:02:37.645020', ' 1724.85934']"
1778,"[' 2024-04-29 14:02:37.833822', ' 9.715']","[' 2024-04-29 14:02:37.833822', ' 1684.94802']"
1779,"[' 2024-04-29 14:02:38.044193', ' 9.719']","[' 2024-04-29 14:02:38.044193', ' 1692.8152']"
1780,"[' 2024-04-29 14:02:38.246099', ' 9.728']","[' 2024-04-29 14:02:38.246099', ' 1655.46179']"
1781,"[' 2024-04-29 14:02:38.444814', ' 9.733']","[' 2024-04-29 14:02:38.444814', ' 1570.81099']"
1782,"[' 2024-04-29 14:02:38.629588', ' 9.739']","[' 2024-04-29 14:02:38.629588', ' 1761.09931']"
1783,"[' 2024-04-29 14:02:38.829730', ' 9.745']","[' 2024-04-29 14:02:38.829730', ' 1637.16859']"
1784,"[' 2024-04-29 14:02:39.029597', ' 9.748']","[' 2024-04-29 14:02:39.029597', ' 1745.749']"
1785,"[' 2024-04-29 14:02:39.245573', ' 9.754']","[' 2024-04-29 14:02:39.245573', ' 1723.33116']"
1786,"[' 2024-04-29 14:02:39.445078', ' 9.76']","[' 2024-04-29 14:02:39.445078', ' 1637.69624']"
1787,"[' 2024-04-29 14:02:39.637759', ' 9.765']","[' 2024-04-29 14:02:39.637759', ' 1743.45767']"
1788,"[' 2024-04-29 14:02:39.845699', ' 9.774']","[' 2024-04-29 14:02:39.845699', ' 1831.12647']"
1789,"[' 2024-04-29 14:02:40.029074', ' 9.779']","[' 2024-04-29 14:02:40.029074', ' 1707.13174']"
1790,"[' 2024-04-29 14:02:40.244631', ' 9.786']","[' 2024-04-29 14:02:40.244631', ' 1795.07208']"
1791,"[' 2024-04-29 14:02:40.444523', ' 9.793']","[' 2024-04-29 14:02:40.444523', ' 1760.16191']"
1792,"[' 2024-04-29 14:02:40.644043', ' 9.801']","[' 2024-04-29 14:02:40.644043', ' 1903.59943']"
1793,"[' 2024-04-29 14:02:40.845787', ' 9.808']","[' 2024-04-29 14:02:40.845787', ' 1716.99429']"
1794,"[' 2024-04-29 14:02:41.037990', ' 9.813']","[' 2024-04-29 14:02:41.037990', ' 1823.81439']"
1795,"[' 2024-04-29 14:02:41.243572', ' 9.822']","[' 2024-04-29 14:02:41.243572', ' 1802.09461']"
1796,"[' 2024-04-29 14:02:41.444601', ' 9.827']","[' 2024-04-29 14:02:41.444601', ' 1837.85665']"
1797,"[' 2024-04-29 14:02:41.643557', ' 9.834']","[' 2024-04-29 14:02:41.643557', ' 1747.03148']"
1798,"[' 2024-04-29 14:02:41.829282', ' 9.837']","[' 2024-04-29 14:02:41.829282', ' 1772.22525']"
1799,"[' 2024-04-29 14:02:42.029078', ' 9.84']","[' 2024-04-29 14:02:42.029078', ' 1725.70814']"
1800,"[' 2024-04-29 14:02:42.244486', ' 9.843']","[' 2024-04-29 14:02:42.244486', ' 1763.2472']"
1801,"[' 2024-04-29 14:02:42.444934', ' 9.85']","[' 2024-04-29 14:02:42.444934', ' 1705.62576']"
1802,"[' 2024-04-29 14:02:42.639611', ' 9.852']","[' 2024-04-29 14:02:42.639611', ' 1760.17178']"
1803,"[' 2024-04-29 14:02:42.833041', ' 9.857']","[' 2024-04-29 14:02:42.833041', ' 1711.50367']"
1804,"[' 2024-04-29 14:02:43.044502', ' 9.864']","[' 2024-04-29 14:02:43.044502', ' 1619.48906']"
1805,"[' 2024-04-29 14:02:43.244515', ' 9.868']","[' 2024-04-29 14:02:43.244515', ' 1789.6262']"
1806,"[' 2024-04-29 14:02:43.444856', ' 9.876']","[' 2024-04-29 14:02:43.444856', ' 1724.91397']"
1807,"[' 2024-04-29 14:02:43.637335', ' 9.882']","[' 2024-04-29 14:02:43.637335', ' 1675.02821']"
1808,"[' 2024-04-29 14:02:43.843949', ' 9.887']","[' 2024-04-29 14:02:43.843949', ' 1610.14156']"
1809,"[' 2024-04-29 14:02:44.044117', ' 9.897']","[' 2024-04-29 14:02:44.044117', ' 1666.88256']"
1810,"[' 2024-04-29 14:02:44.235649', ' 9.902']","[' 2024-04-29 14:02:44.235649', ' 1692.51413']"
1811,"[' 2024-04-29 14:02:44.436842', ' 9.909']","[' 2024-04-29 14:02:44.436842', ' 1712.07094']"
1812,"[' 2024-04-29 14:02:44.645320', ' 9.911']","[' 2024-04-29 14:02:44.645320', ' 1640.47888']"
1813,"[' 2024-04-29 14:02:44.842865', ' 9.914']","[' 2024-04-29 14:02:44.842865', ' 1780.26001']"
1814,"[' 2024-04-29 14:02:45.044903', ' 9.921']","[' 2024-04-29 14:02:45.044903', ' 1655.74954']"
1815,"[' 2024-04-29 14:02:45.229255', ' 9.926']","[' 2024-04-29 14:02:45.229255', ' 1608.66758']"
1816,"[' 2024-04-29 14:02:45.437416', ' 9.932']","[' 2024-04-29 14:02:45.437416', ' 1642.37236']"
1817,"[' 2024-04-29 14:02:45.637544', ' 9.941']","[' 2024-04-29 14:02:45.637544', ' 1787.2973']"
1818,"[' 2024-04-29 14:02:45.844420', ' 9.946']","[' 2024-04-29 14:02:45.844420', ' 1700.53677']"
1819,"[' 2024-04-29 14:02:46.029287', ' 9.952']","[' 2024-04-29 14:02:46.029287', ' 1673.36746']"
1820,"[' 2024-04-29 14:02:46.244057', ' 9.956']","[' 2024-04-29 14:02:46.244057', ' 1654.64044']"
1821,"[' 2024-04-29 14:02:46.443838', ' 9.961']","[' 2024-04-29 14:02:46.443838', ' 1413.79391']"
1822,"[' 2024-04-29 14:02:46.635937', ' 9.969']","[' 2024-04-29 14:02:46.635937', ' 1698.72893']"
1823,"[' 2024-04-29 14:02:46.844598', ' 9.973']","[' 2024-04-29 14:02:46.844598', ' 1809.98549']"
1824,"[' 2024-04-29 14:02:47.038104', ' 9.978']","[' 2024-04-29 14:02:47.038104', ' 1661.95601']"
1825,"[' 2024-04-29 14:02:47.237183', ' 9.983']","[' 2024-04-29 14:02:47.237183', ' 1778.43137']"
1826,"[' 2024-04-29 14:02:47.445641', ' 9.985']","[' 2024-04-29 14:02:47.445641', ' 1644.54438']"
1827,"[' 2024-04-29 14:02:47.629571', ' 9.99']","[' 2024-04-29 14:02:47.629571', ' 1650.29607']"
1828,"[' 2024-04-29 14:02:47.829273', ' 10.0']","[' 2024-04-29 14:02:47.829273', ' 1609.02274']"
1829,"[' 2024-04-29 14:02:48.040911', ' 10.0']","[' 2024-04-29 14:02:48.040911', ' 1568.30182']"
1830,"[' 2024-04-29 14:02:48.245112', ' 10.01']","[' 2024-04-29 14:02:48.245112', ' 1890.35905']"
1831,"[' 2024-04-29 14:02:48.444638', ' 10.02']","[' 2024-04-29 14:02:48.444638', ' 1832.86327']"
1832,"[' 2024-04-29 14:02:48.628917', ' 10.03']","[' 2024-04-29 14:02:48.628917', ' 1826.6624']"
1833,"[' 2024-04-29 14:02:48.837555', ' 10.03']","[' 2024-04-29 14:02:48.837555', ' 1805.68655']"
1834,"[' 2024-04-29 14:02:49.043943', ' 10.03']","[' 2024-04-29 14:02:49.043943', ' 1714.89858']"
1835,"[' 2024-04-29 14:02:49.244144', ' 10.04']","[' 2024-04-29 14:02:49.244144', ' 1642.69411']"
1836,"[' 2024-04-29 14:02:49.444332', ' 10.04']","[' 2024-04-29 14:02:49.444332', ' 1695.68791']"
1837,"[' 2024-04-29 14:02:49.628548', ' 10.05']","[' 2024-04-29 14:02:49.628548', ' 1861.16254']"
1838,"[' 2024-04-29 14:02:49.840704', ' 10.06']","[' 2024-04-29 14:02:49.840704', ' 1650.62849']"
1839,"[' 2024-04-29 14:02:50.041932', ' 10.06']","[' 2024-04-29 14:02:50.041932', ' 1634.22484']"
1840,"[' 2024-04-29 14:02:50.238740', ' 10.07']","[' 2024-04-29 14:02:50.238740', ' 1683.75547']"
1841,"[' 2024-04-29 14:02:50.442446', ' 10.07']","[' 2024-04-29 14:02:50.442446', ' 1676.6498']"
1842,"[' 2024-04-29 14:02:50.643616', ' 10.08']","[' 2024-04-29 14:02:50.643616', ' 1704.29083']"
1843,"[' 2024-04-29 14:02:50.829336', ' 10.09']","[' 2024-04-29 14:02:50.829336', ' 1649.39265']"
1844,"[' 2024-04-29 14:02:51.044845', ' 10.09']","[' 2024-04-29 14:02:51.044845', ' 1626.2811']"
1845,"[' 2024-04-29 14:02:51.242822', ' 10.1']","[' 2024-04-29 14:02:51.242822', ' 1810.29472']"
1846,"[' 2024-04-29 14:02:51.428599', ' 10.1']","[' 2024-04-29 14:02:51.428599', ' 1741.42018']"
1847,"[' 2024-04-29 14:02:51.629781', ' 10.11']","[' 2024-04-29 14:02:51.629781', ' 1616.11442']"
1848,"[' 2024-04-29 14:02:51.844365', ' 10.11']","[' 2024-04-29 14:02:51.844365', ' 1613.43203']"
1849,"[' 2024-04-29 14:02:52.038085', ' 10.12']","[' 2024-04-29 14:02:52.038085', ' 1493.89344']"
1850,"[' 2024-04-29 14:02:52.244704', ' 10.12']","[' 2024-04-29 14:02:52.244704', ' 1711.2548']"
1851,"[' 2024-04-29 14:02:52.444829', ' 10.13']","[' 2024-04-29 14:02:52.444829', ' 1762.72365']"
1852,"[' 2024-04-29 14:02:52.643741', ' 10.13']","[' 2024-04-29 14:02:52.643741', ' 1556.02849']"
1853,"[' 2024-04-29 14:02:52.842538', ' 10.14']","[' 2024-04-29 14:02:52.842538', ' 1460.63416']"
1854,"[' 2024-04-29 14:02:53.043963', ' 10.14']","[' 2024-04-29 14:02:53.043963', ' 1676.94859']"
1855,"[' 2024-04-29 14:02:53.242608', ' 10.15']","[' 2024-04-29 14:02:53.242608', ' 1669.04622']"
1856,"[' 2024-04-29 14:02:53.428685', ' 10.15']","[' 2024-04-29 14:02:53.428685', ' 1699.80628']"
1857,"[' 2024-04-29 14:02:53.629193', ' 10.16']","[' 2024-04-29 14:02:53.629193', ' 1560.01075']"
1858,"[' 2024-04-29 14:02:53.844122', ' 10.16']","[' 2024-04-29 14:02:53.844122', ' 1649.20509']"
1859,"[' 2024-04-29 14:02:54.035111', ' 10.17']","[' 2024-04-29 14:02:54.035111', ' 1515.9765']"
1860,"[' 2024-04-29 14:02:54.244047', ' 10.18']","[' 2024-04-29 14:02:54.244047', ' 1675.46982']"
1861,"[' 2024-04-29 14:02:54.443010', ' 10.19']","[' 2024-04-29 14:02:54.443010', ' 1643.98517']"
1862,"[' 2024-04-29 14:02:54.628029', ' 10.19']","[' 2024-04-29 14:02:54.628029', ' 1613.64356']"
1863,"[' 2024-04-29 14:02:54.843574', ' 10.2']","[' 2024-04-29 14:02:54.843574', ' 1711.42076']"
1864,"[' 2024-04-29 14:02:55.043257', ' 10.2']","[' 2024-04-29 14:02:55.043257', ' 1678.99537']"
1865,"[' 2024-04-29 14:02:55.243709', ' 10.21']","[' 2024-04-29 14:02:55.243709', ' 1630.11445']"
1866,"[' 2024-04-29 14:02:55.436092', ' 10.22']","[' 2024-04-29 14:02:55.436092', ' 1589.44632']"
1867,"[' 2024-04-29 14:02:55.643729', ' 10.22']","[' 2024-04-29 14:02:55.643729', ' 1651.86816']"
1868,"[' 2024-04-29 14:02:55.843441', ' 10.23']","[' 2024-04-29 14:02:55.843441', ' 1579.34806']"
1869,"[' 2024-04-29 14:02:56.043419', ' 10.24']","[' 2024-04-29 14:02:56.043419', ' 1768.00983']"
1870,"[' 2024-04-29 14:02:56.242519', ' 10.24']","[' 2024-04-29 14:02:56.242519', ' 1719.28327']"
1871,"[' 2024-04-29 14:02:56.444769', ' 10.24']","[' 2024-04-29 14:02:56.444769', ' 1725.05833']"
1872,"[' 2024-04-29 14:02:56.642250', ' 10.25']","[' 2024-04-29 14:02:56.642250', ' 1645.63157']"
1873,"[' 2024-04-29 14:02:56.829028', ' 10.25']","[' 2024-04-29 14:02:56.829028', ' 1521.12796']"
1874,"[' 2024-04-29 14:02:57.035998', ' 10.26']","[' 2024-04-29 14:02:57.035998', ' 1685.89863']"
1875,"[' 2024-04-29 14:02:57.243916', ' 10.26']","[' 2024-04-29 14:02:57.243916', ' 1594.52907']"
1876,"[' 2024-04-29 14:02:57.444385', ' 10.27']","[' 2024-04-29 14:02:57.444385', ' 1632.8454']"
1877,"[' 2024-04-29 14:02:57.644191', ' 10.27']","[' 2024-04-29 14:02:57.644191', ' 1646.34112']"
1878,"[' 2024-04-29 14:02:57.842328', ' 10.28']","[' 2024-04-29 14:02:57.842328', ' 1825.23136']"
1879,"[' 2024-04-29 14:02:58.028326', ' 10.28']","[' 2024-04-29 14:02:58.028326', ' 1625.54648']"
1880,"[' 2024-04-29 14:02:58.243377', ' 10.29']","[' 2024-04-29 14:02:58.243377', ' 1554.26216']"
1881,"[' 2024-04-29 14:02:58.444000', ' 10.29']","[' 2024-04-29 14:02:58.444000', ' 1517.52998']"
1882,"[' 2024-04-29 14:02:58.638108', ' 10.3']","[' 2024-04-29 14:02:58.638108', ' 1680.84129']"
1883,"[' 2024-04-29 14:02:58.843152', ' 10.3']","[' 2024-04-29 14:02:58.843152', ' 1820.97681']"
1884,"[' 2024-04-29 14:02:59.044447', ' 10.31']","[' 2024-04-29 14:02:59.044447', ' 1608.02083']"
1885,"[' 2024-04-29 14:02:59.243528', ' 10.31']","[' 2024-04-29 14:02:59.243528', ' 1671.75667']"
1886,"[' 2024-04-29 14:02:59.442363', ' 10.32']","[' 2024-04-29 14:02:59.442363', ' 1775.5569']"
1887,"[' 2024-04-29 14:02:59.644176', ' 10.33']","[' 2024-04-29 14:02:59.644176', ' 1639.74093']"
1888,"[' 2024-04-29 14:02:59.843492', ' 10.33']","[' 2024-04-29 14:02:59.843492', ' 1568.60881']"
1889,"[' 2024-04-29 14:03:00.037021', ' 10.34']","[' 2024-04-29 14:03:00.037021', ' 1564.53158']"
1890,"[' 2024-04-29 14:03:00.236929', ' 10.35']","[' 2024-04-29 14:03:00.236929', ' 1495.02513']"
1891,"[' 2024-04-29 14:03:00.439292', ' 10.36']","[' 2024-04-29 14:03:00.439292', ' 1629.59629']"
1892,"[' 2024-04-29 14:03:00.633258', ' 10.37']","[' 2024-04-29 14:03:00.633258', ' 1583.77116']"
1893,"[' 2024-04-29 14:03:00.843967', ' 10.38']","[' 2024-04-29 14:03:00.843967', ' 1643.12816']"
1894,"[' 2024-04-29 14:03:01.043270', ' 10.38']","[' 2024-04-29 14:03:01.043270', ' 1610.2665']"
1895,"[' 2024-04-29 14:03:01.228661', ' 10.39']","[' 2024-04-29 14:03:01.228661', ' 1644.38869']"
1896,"[' 2024-04-29 14:03:01.428656', ' 10.4']","[' 2024-04-29 14:03:01.428656', ' 1661.20113']"
