,Load (lbf),Resistance (Ohms)
4418,11.05,1460.39086
4419,11.05,1484.98658
4420,11.05,1582.11708
4421,11.05,1411.72604
4422,11.05,1561.2711
4423,11.05,1469.2408
4424,11.05,1480.55457
4425,11.05,1631.08341
4426,11.05,1512.85479
4427,11.04,164225.222
4428,0.973,169427.276
4429,0.011,182927.423
4430,0.011,185864.909
4431,0.011,188394.035
4432,0.011,193934.449
4433,0.01,190963.623
4434,0.01,193349.378
4435,0.01,193265.61
4436,0.01,190911.053
4437,0.01,192796.385
4438,0.01,191619.753
4439,0.01,198786.094
4440,0.01,196878.207
4441,0.01,197073.772
4442,0.009,199792.811
4443,0.009,198443.712
4444,0.009,199379.664
4445,0.009,206665.284
4446,0.009,203763.096
4447,0.009,204372.824
4448,0.009,201967.473
4449,0.009,202178.78
4450,0.009,207570.686
4451,0.009,203290.228
4452,0.009,205104.978
4453,0.009,197594.919
4454,0.009,200091.251
4455,0.009,200129.26
4456,0.009,197010.727
4457,0.009,194963.113
4458,0.009,194301.616
4459,0.009,195664.419
4460,0.009,195511.162
4461,0.009,191205.793
4462,0.009,192125.658
4463,0.009,190494.442
4464,0.009,188302.426
4465,0.009,188210.574
4466,0.009,190020.816
4467,0.009,196864.069
4468,0.008,198041.178
4469,0.009,194914.848
4470,0.008,194427.546
4471,0.008,193070.412
4472,0.008,194433.302
4473,0.008,196868.473
4474,0.008,195823.877
4475,0.008,195480.78
4476,0.008,194902.555
4477,0.008,194566.644
4478,0.008,193844.817
4479,0.008,194201.381
4480,0.008,193503.788
4481,0.008,194583.433
4482,0.008,196038.508
4483,0.008,195191.689
4484,0.008,196715.09
4485,0.008,196650.316
4486,0.008,194493.387
4487,0.008,193711.674
4488,0.008,193369.823
4489,0.008,192526.187
4490,0.008,194844.268
4491,0.008,193498.088
4492,0.008,193933.649
4493,0.008,193164.716
4494,0.008,191344.287
4495,0.008,189937.318
4496,0.008,190896.445
4497,0.008,189767.748
4498,0.008,17380.3844
4499,1.041,16084.6924
4500,1.172,15502.2531
4501,1.189,15002.8582
4502,1.197,14656.0449
4503,1.23,13960.7229
4504,1.25,13778.0649
4505,1.273,13526.5741
4506,1.285,13396.9878
4507,1.303,12855.6598
4508,1.335,12762.0397
4509,1.344,12604.259
4510,1.351,12406.2133
4511,1.376,11992.7054
4512,1.394,11687.2533
4513,1.417,11637.4948
4514,1.431,11370.4511
4515,1.443,11168.5983
4516,1.463,11109.4278
4517,1.48,10851.7171
4518,1.501,10700.951
4519,1.527,10430.2079
4520,1.553,10140.8969
4521,1.568,10270.3334
4522,1.59,10063.1776
4523,1.605,10110.817
4524,1.618,9672.65033
4525,1.655,9614.17697
4526,1.674,9496.89907
4527,1.68,9384.30858
4528,1.689,9513.07371
4529,1.697,9378.28246
4530,1.709,9116.59529
4531,1.732,9044.43961
4532,1.75,8946.48397
4533,1.766,8749.21681
4534,1.786,8608.50039
4535,1.818,8618.06307
4536,1.836,8606.41405
4537,1.861,8360.27866
4538,1.877,8287.3008
4539,1.892,8159.88214
4540,1.903,8188.89595
4541,1.923,7908.10528
4542,1.947,7959.72722
4543,1.97,7772.82571
4544,1.986,7600.38251
4545,2.01,7643.20044
4546,2.03,7562.98623
4547,2.045,7406.72173
4548,2.061,7419.36505
4549,2.085,7465.26934
4550,2.106,7250.36108
4551,2.125,7323.68173
4552,2.141,7350.99354
4553,2.159,7108.71577
4554,2.177,7092.7063
4555,2.192,7053.15004
4556,2.21,6922.81114
4557,2.228,6788.43376
4558,2.248,6760.21366
4559,2.265,6730.71458
4560,2.281,6686.46514
4561,2.306,6658.88885
4562,2.33,6691.58685
4563,2.356,6538.14431
4564,2.37,6434.18461
4565,2.386,6461.59208
4566,2.397,6301.61012
4567,2.416,6253.46719
4568,2.44,6162.96224
4569,2.473,6188.64488
4570,2.491,6133.88054
4571,2.5,6192.97712
4572,2.511,6084.56628
4573,2.528,6028.72661
4574,2.548,6024.79534
4575,2.569,5844.5536
4576,2.591,5806.69904
4577,2.609,5765.24933
4578,2.627,5882.93963
4579,2.647,5718.09641
4580,2.672,5682.65357
4581,2.692,5642.55008
4582,2.716,5533.87903
4583,2.73,5562.00001
4584,2.745,5434.66623
4585,2.764,5504.54762
4586,2.781,5406.3241
4587,2.805,5420.98636
4588,2.824,5384.83476
4589,2.84,5270.30915
4590,2.866,5220.92121
4591,2.888,5096.09451
4592,2.904,5138.34029
4593,2.922,5108.298
4594,2.947,4975.84239
4595,2.972,5110.39919
4596,2.983,5101.47054
4597,3.001,5010.52251
4598,3.023,5089.06023
4599,3.039,5096.2537
4600,3.054,5053.54675
4601,3.072,4946.67437
4602,3.086,4830.53999
4603,3.102,4985.55312
4604,3.125,4978.26259
4605,3.146,4912.05192
4606,3.169,4877.85571
4607,3.191,4751.40703
4608,3.207,4695.28163
4609,3.221,4749.05818
4610,3.238,4703.7044
4611,3.258,4636.10985
4612,3.275,4614.27206
4613,3.296,4677.00072
4614,3.325,4666.42542
4615,3.347,4361.45641
4616,3.361,4461.59785
4617,3.376,4590.1007
4618,3.395,4509.81211
4619,3.416,4395.09041
4620,3.43,4355.30143
4621,3.445,4499.69077
4622,3.463,4445.0059
4623,3.488,4429.92145
4624,3.505,4304.48352
4625,3.523,4380.48976
4626,3.541,4154.63861
4627,3.565,4253.57909
4628,3.584,4419.98591
4629,3.601,4084.21975
4630,3.619,4090.46895
4631,3.641,4231.59831
4632,3.666,4129.36128
4633,3.685,4049.64612
4634,3.7,4148.78271
4635,3.715,4130.43582
4636,3.733,4105.56202
4637,3.751,4149.10933
4638,3.766,4200.69568
4639,3.782,4054.34294
4640,3.796,3975.21462
4641,3.811,4032.66961
4642,3.836,3940.26249
4643,3.863,3980.14591
4644,3.884,4034.54088
4645,3.901,3953.30889
4646,3.926,3767.57816
4647,3.951,3798.79589
4648,3.964,3792.71675
4649,3.982,3831.41155
4650,4.0,3822.16139
4651,4.019,3669.08501
4652,4.03,3726.21739
4653,4.053,3734.97352
4654,4.075,3770.47773
4655,4.102,3668.43389
4656,4.128,3717.67046
4657,4.141,3677.32725
4658,4.151,3646.80466
4659,4.161,3485.93531
4660,4.192,3558.7801
4661,4.223,3593.54643
4662,4.241,3446.66731
4663,4.252,3561.36498
4664,4.276,3445.96526
4665,4.296,3473.21033
4666,4.317,3566.38245
4667,4.33,3480.54644
4668,4.341,3494.96928
4669,4.36,3461.16914
4670,4.377,3512.85862
4671,4.395,3497.11767
4672,4.408,3469.68574
4673,4.432,3475.23694
4674,4.453,3443.39335
4675,4.477,3407.85479
4676,4.5,3465.20824
4677,4.526,3347.8061
4678,4.547,3253.81352
4679,4.567,3322.77958
4680,4.582,3230.97846
4681,4.593,3213.17324
4682,4.6,3288.6972
4683,4.618,3413.26655
4684,4.647,3255.673
4685,4.671,3154.37444
4686,4.696,3200.82925
4687,4.717,3280.17461
4688,4.727,3310.3591
4689,4.741,3105.02894
4690,4.757,3135.75944
4691,4.773,3133.34115
4692,4.803,3158.17417
4693,4.834,3061.77304
4694,4.855,3082.8941
4695,4.869,3095.20366
4696,4.881,3055.10156
4697,4.894,3129.48554
4698,4.912,2920.83756
4699,4.927,3012.75347
4700,4.944,3105.65092
4701,4.961,3049.68509
4702,4.984,3081.35172
4703,5.013,3125.57539
4704,5.035,3023.6228
4705,5.052,3046.87597
4706,5.066,2961.51917
4707,5.082,2952.81114
4708,5.112,3012.27689
4709,5.132,2932.52852
4710,5.148,2965.93269
4711,5.164,2850.52036
4712,5.184,2991.21649
4713,5.196,2834.95301
4714,5.217,2927.94097
4715,5.241,2864.61804
4716,5.261,2870.30352
4717,5.278,2874.72693
4718,5.297,2931.56253
4719,5.314,2866.04264
4720,5.331,2839.61135
4721,5.362,2721.56804
4722,5.386,2785.96705
4723,5.399,2812.65231
4724,5.416,2790.51243
4725,5.434,2900.60434
4726,5.45,2658.456
4727,5.471,2668.38952
4728,5.49,2765.67499
4729,5.506,2710.99947
4730,5.521,2820.34305
4731,5.542,2847.60195
4732,5.567,2731.82822
4733,5.588,2659.41351
4734,5.606,2691.66426
4735,5.62,2697.78757
4736,5.636,2708.94413
4737,5.652,2602.58225
4738,5.687,2703.59857
4739,5.711,2706.44183
4740,5.731,2634.61559
4741,5.744,2628.95386
4742,5.752,2652.63432
4743,5.769,2658.23904
4744,5.787,2564.90839
4745,5.812,2433.81254
4746,5.831,2623.21926
4747,5.851,2667.5146
4748,5.874,2540.69043
4749,5.891,2548.93355
4750,5.91,2428.03505
4751,5.926,2492.07379
4752,5.943,2561.02882
4753,5.967,2608.4483
4754,5.988,2539.00133
4755,6.006,2513.88979
4756,6.023,2567.93962
4757,6.041,2600.2071
4758,6.061,2646.25229
4759,6.076,2451.17355
4760,6.098,2477.06996
4761,6.115,2542.87464
4762,6.137,2359.51086
4763,6.151,2494.64324
4764,6.168,2478.31618
4765,6.187,2535.54275
4766,6.207,2427.62934
4767,6.232,2422.73845
4768,6.253,2600.77003
4769,6.268,2258.29596
4770,6.287,2413.23763
4771,6.311,2405.40399
4772,6.328,2437.14559
4773,6.356,2383.96154
4774,6.374,2395.19028
4775,6.388,2477.9178
4776,6.396,2489.94203
4777,6.419,2422.66294
4778,6.441,2300.07597
4779,6.461,2549.66013
4780,6.474,2371.07121
4781,6.506,2284.77967
4782,6.528,2332.22199
4783,6.544,2380.01593
4784,6.557,2355.096
4785,6.573,2307.19818
4786,6.591,2378.15903
4787,6.617,2392.77182
4788,6.637,2414.46435
4789,6.657,2320.19762
4790,6.683,2315.70539
4791,6.703,2291.73985
4792,6.719,2299.2398
4793,6.732,2208.11037
4794,6.74,2201.30245
4795,6.755,2329.49102
4796,6.781,2200.14615
4797,6.808,2266.58878
4798,6.829,2328.52111
4799,6.849,2375.47383
4800,6.86,2376.2666
4801,6.872,2159.90971
4802,6.898,2333.52958
4803,6.924,2140.83234
4804,6.941,2272.96913
4805,6.959,2311.60247
4806,6.969,2260.74478
4807,6.994,2173.04942
4808,7.014,2141.41764
4809,7.03,2071.89436
4810,7.057,2130.54936
4811,7.075,2210.35802
4812,7.089,2272.08316
4813,7.107,2089.64054
4814,7.131,2048.11972
4815,7.143,2301.86775
4816,7.168,2104.82767
4817,7.198,2093.77323
4818,7.22,2245.73847
4819,7.23,2207.83216
4820,7.241,2027.04596
4821,7.26,2201.42866
4822,7.276,2142.09092
4823,7.301,1885.0323
4824,7.33,2081.28106
4825,7.345,1948.34928
4826,7.366,2067.62037
4827,7.397,2131.20808
4828,7.415,2116.13742
4829,7.425,2022.79344
4830,7.435,2025.06811
4831,7.447,2141.86683
4832,7.469,2182.95057
4833,7.496,2046.75574
4834,7.518,2028.78324
4835,7.532,2024.46021
4836,7.547,1879.09707
4837,7.561,2116.41656
4838,7.578,2239.36384
4839,7.596,2085.3686
4840,7.615,2040.35557
4841,7.643,2011.98524
4842,7.668,2023.46151
4843,7.685,1843.16258
4844,7.705,1845.58786
4845,7.722,2012.1757
4846,7.741,1914.50912
4847,7.759,1991.47144
4848,7.776,1932.78531
4849,7.8,2005.78349
4850,7.822,1929.94188
4851,7.84,1916.13369
4852,7.858,1885.08282
4853,7.877,1793.04704
4854,7.891,1987.6769
4855,7.91,1908.17365
4856,7.929,1961.17086
4857,7.946,2022.42097
4858,7.967,2013.1695
4859,7.987,1924.5453
4860,8.003,1926.70403
4861,8.017,1899.56792
4862,8.037,1950.8478
4863,8.059,1968.13507
4864,8.085,1992.14361
4865,8.108,1826.20921
4866,8.129,1843.13473
4867,8.141,1914.20159
4868,8.157,1925.28984
4869,8.174,1995.50455
4870,8.198,1964.83687
4871,8.217,1968.11906
4872,8.239,1827.94963
4873,8.258,1878.53649
4874,8.274,1931.49572
4875,8.292,1887.11164
4876,8.309,1888.25966
4877,8.331,1869.07112
4878,8.349,1891.89382
4879,8.366,2083.16107
4880,8.382,1883.3261
4881,8.403,1911.89694
4882,8.434,1839.59214
4883,8.454,1811.82314
4884,8.476,1827.9968
4885,8.489,1772.33887
4886,8.505,1758.37089
4887,8.526,1783.35904
4888,8.539,1674.34389
4889,8.551,1753.64794
4890,8.57,1735.70914
4891,8.598,1690.95578
4892,8.619,1799.984
4893,8.64,1694.90669
4894,8.662,1642.15766
4895,8.676,1702.99084
4896,8.687,1691.48467
4897,8.706,1719.53024
4898,8.728,1719.96583
4899,8.749,1708.04605
4900,8.769,1815.42249
4901,8.787,1783.72624
4902,8.801,1806.94337
4903,8.816,1878.41927
4904,8.838,1817.27873
4905,8.865,1622.01922
4906,8.886,1776.0939
4907,8.908,1888.8142
4908,8.923,1784.43452
4909,8.942,1665.23053
4910,8.963,1818.98668
4911,8.987,1826.27822
4912,9.005,1716.17492
4913,9.023,1640.4257
4914,9.038,1701.78292
4915,9.056,1711.16604
4916,9.079,1639.54807
4917,9.1,1806.79888
4918,9.112,1691.10198
4919,9.128,1840.91654
4920,9.147,1516.77506
4921,9.175,1723.44359
4922,9.193,1737.804
4923,9.208,1733.23418
4924,9.239,1721.12744
4925,9.258,1648.71342
4926,9.274,1681.7054
4927,9.289,1688.11305
4928,9.309,1636.10857
4929,9.33,1730.84084
4930,9.343,1717.25843
4931,9.357,1563.09067
4932,9.378,1767.93365
4933,9.401,1672.74324
4934,9.431,1632.70395
4935,9.451,1735.87623
4936,9.465,1688.70135
4937,9.475,1540.20711
4938,9.497,1794.27634
4939,9.517,1591.10191
4940,9.533,1717.72036
4941,9.556,1481.45655
4942,9.574,1642.91639
4943,9.597,1490.67555
4944,9.621,1484.79551
4945,9.634,1710.65609
4946,9.647,1666.10927
4947,9.669,1708.12924
4948,9.689,1620.707
4949,9.709,1522.9115
4950,9.727,1615.82348
4951,9.748,1596.91845
4952,9.763,1540.61945
4953,9.782,1725.57585
4954,9.802,1607.78194
4955,9.822,1488.8682
4956,9.851,1620.60109
4957,9.867,1676.68192
4958,9.878,1683.53114
4959,9.892,1481.61864
4960,9.914,1665.27219
4961,9.938,1766.24845
4962,9.957,1541.69732
4963,9.981,1639.18165
4964,9.999,1584.66088
4965,10.01,1686.23546
4966,10.02,1592.50755
4967,10.05,1643.75961
4968,10.07,1579.84698
4969,10.09,1666.44501
4970,10.11,1613.58829
4971,10.13,1707.65932
4972,10.15,1579.25647
4973,10.17,1531.13216
4974,10.19,1479.86455
4975,10.21,1475.04801
4976,10.22,1534.75377
4977,10.24,1759.5988
4978,10.26,1553.63207
4979,10.28,1440.77226
4980,10.3,1493.90041
4981,10.32,1605.62497
4982,10.33,1462.35019
4983,10.35,1598.71567
4984,10.37,1500.0803
4985,10.38,1711.13675
4986,10.4,1615.79798
4987,10.43,1477.88076
4988,10.46,1464.41715
4989,10.49,1424.87517
4990,10.5,1551.00381
4991,10.51,1476.93712
4992,10.53,1503.38934
4993,10.54,1512.79507
4994,10.56,1503.98344
4995,10.59,1556.0601
4996,10.6,1502.10862
4997,10.62,1569.91257
4998,10.64,1564.83956
4999,10.66,1489.46272
5000,10.67,1372.94615
5001,10.69,1578.12739
5002,10.73,1512.78477
5003,10.74,1546.1128
5004,10.76,1407.94674
5005,10.78,1513.30258
5006,10.8,1530.8806
5007,10.82,1511.35719
5008,10.83,1273.90113
5009,10.85,1553.9065
5010,10.86,1561.98941
5011,10.87,1431.95442
5012,10.9,1355.14393
5013,10.92,1312.25663
5014,10.95,1589.49775
5015,10.97,1515.83526
5016,10.99,1488.65128
5017,11.01,1518.56299
5018,11.03,1518.33106
5019,11.04,1440.59475
5020,11.04,1419.01699
5021,11.05,1554.22937
5022,11.06,1320.37191
5023,11.06,1421.17647
5024,11.06,1351.96313
5025,11.06,1424.11056
5026,11.06,1467.01195
5027,11.06,1392.96359
5028,11.06,1488.85344
5029,11.06,1485.62039
5030,11.06,1555.91911
5031,11.06,1466.42877
5032,11.06,1407.69963
5033,11.06,1562.37685
5034,11.05,1463.22176
5035,11.05,1505.31511
5036,11.05,1337.26671
5037,11.05,1456.62129
5038,11.05,1525.18433
5039,11.05,1526.62028
5040,11.05,1470.13655
5041,11.05,1498.29648
5042,11.05,1381.21229
5043,11.05,1580.80441
5044,11.05,1309.34654
5045,11.05,1461.4108
5046,11.05,1554.91691
5047,11.05,1452.69513
5048,11.05,1534.72456
5049,11.05,1563.26589
5050,11.05,1611.98739
5051,11.05,1429.90186
5052,11.05,1518.53871
5053,11.05,1432.21546
5054,11.05,1443.37879
5055,11.05,1435.21304
5056,11.05,1915.67617
5057,10.99,172917.216
5058,0.011,171598.889
